,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,Average Radiance Per Pixel Per month,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
1402,1402,CULLY,2015-12,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,12.0,0.0,5.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,71.0,15.079072971954064,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1403,1403,CULLY,2016-01,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,17.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,4.0,0.0,0.0,6.0,2.0,66.0,24.666378371072536,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1404,1404,CULLY,2016-02,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,14.0,0.0,5.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,20.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,67.0,18.44784101760737,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1405,1405,CULLY,2016-03,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,20.0,0.0,2.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,3.0,1.0,1.0,12.0,2.0,80.0,19.304759759654612,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1406,1406,CULLY,2016-04,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,67.0,21.695074924420126,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1407,1407,CULLY,2016-05,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,21.0,0.0,3.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,65.0,21.99198776180597,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1408,1408,CULLY,2016-06,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,15.0,0.0,6.0,0.0,2.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,22.0,5.0,0.0,10.0,1.0,2.0,0.0,5.0,3.0,87.0,20.88133794862322,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1409,1409,CULLY,2016-07,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,20.0,0.0,8.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,56.0,18.91943099216671,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1410,1410,CULLY,2016-08,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,12.0,0.0,2.0,0.0,6.0,0.0,69.0,23.215537541557232,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1411,1411,CULLY,2016-09,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,19.0,0.0,10.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,78.0,21.567328852803865,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1412,1412,CULLY,2016-10,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,15.0,0.0,6.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,73.0,16.718379551667837,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1413,1413,CULLY,2016-11,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,14.0,0.0,8.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,78.0,18.54811084469109,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1414,1414,CULLY,2016-12,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,15.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,60.0,16.12439372984097,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1415,1415,CULLY,2017-01,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,2.0,1.0,0.0,11.0,2.0,63.0,21.53714850367508,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1416,1416,CULLY,2017-02,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,10.0,0.0,7.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,31.0,18.0,1.0,14.0,1.0,0.0,0.0,7.0,1.0,98.0,15.395423288112964,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1417,1417,CULLY,2017-03,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,24.0,12.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,68.0,15.274162410741516,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1418,1418,CULLY,2017-04,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,13.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,57.0,20.305844537558837,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1419,1419,CULLY,2017-05,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,2.0,15.0,0.0,11.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,9.0,2.0,2.0,0.0,12.0,1.0,99.0,20.68354782071593,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1420,1420,CULLY,2017-06,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,18.0,0.0,5.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,77.0,20.764292607183265,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1421,1421,CULLY,2017-07,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,18.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,2.0,3.0,0.0,10.0,2.0,81.0,22.934392910711153,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1422,1422,CULLY,2017-08,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,29.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,4.0,1.0,0.0,0.0,14.0,1.0,94.0,20.930507841735476,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1423,1423,CULLY,2017-09,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,18.0,0.0,13.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,84.0,18.876240138181892,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1424,1424,CULLY,2017-10,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,3.0,15.0,0.0,4.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,68.0,20.57028721912636,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1425,1425,CULLY,2017-11,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,2.0,21.0,0.0,12.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,37.0,19.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,114.0,18.364626082984348,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1426,1426,CULLY,2017-12,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,17.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,80.0,24.65032902576811,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1427,1427,CULLY,2018-01,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,16.0,0.0,10.0,1.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,35.0,18.0,0.0,12.0,2.0,2.0,1.0,13.0,3.0,129.0,20.071003157439907,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1428,1428,CULLY,2018-02,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,3.0,10.0,0.0,4.0,2.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,72.0,38.86047470538668,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1429,1429,CULLY,2018-03,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,4.0,15.0,0.0,9.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,17.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,73.0,19.96096694125089,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1430,1430,CULLY,2018-04,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,2.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,77.0,20.9904161204268,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1431,1431,CULLY,2018-05,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,2.0,16.0,0.0,6.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,13.0,0.0,0.0,1.0,2.0,0.0,11.0,3.0,89.0,22.996889275840946,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1432,1432,CULLY,2018-06,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,2.0,12.0,0.0,14.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,25.0,6.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,84.0,19.699394660230396,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1433,1433,CULLY,2018-07,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,14.0,0.0,10.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,19.0,0.0,0.0,2.0,1.0,0.0,12.0,1.0,92.0,21.75038422366777,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1434,1434,CULLY,2018-08,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,2.0,15.0,0.0,18.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,92.0,21.19001844098377,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1435,1435,CULLY,2018-09,CULLY_ASSOCIATION_OF_NEIGHBORS,1.0,0.0,18.0,0.0,10.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0,11.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,82.0,20.89955803210698,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1436,1436,CULLY,2018-10,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,13.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,37.0,12.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,85.0,20.177194988528942,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1437,1437,CULLY,2018-11,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,77.0,20.13491836309253,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1438,1438,CULLY,2018-12,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,15.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,10.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,71.0,24.45465951124388,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1439,1439,CULLY,2019-01,CULLY_ASSOCIATION_OF_NEIGHBORS,1.0,0.0,16.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,24.0,9.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,74.0,24.397702514551334,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1440,1440,CULLY,2019-02,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,18.0,0.0,3.0,1.0,3.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,23.0,9.0,0.0,9.0,0.0,1.0,0.0,9.0,0.0,88.0,21.641594167870807,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1441,1441,CULLY,2019-03,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,20.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,65.0,22.42429377630829,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1442,1442,CULLY,2019-04,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,17.0,0.0,8.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,70.0,22.10337428069241,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1443,1443,CULLY,2019-05,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,17.0,0.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,68.0,24.21752330908112,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1444,1444,CULLY,2019-06,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,20.0,0.0,6.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0,3.0,1.0,0.0,11.0,1.0,80.0,21.951811154843135,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1445,1445,CULLY,2019-07,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,23.0,0.0,5.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,80.0,21.6995581362821,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1446,1446,CULLY,2019-08,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,16.0,0.0,6.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,27.0,7.0,1.0,0.0,2.0,1.0,0.0,8.0,2.0,79.0,22.28996149155899,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1447,1447,CULLY,2019-09,CULLY_ASSOCIATION_OF_NEIGHBORS,1.0,0.0,26.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,1.0,2.0,1.0,9.0,0.0,84.0,21.59195340814616,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1448,1448,CULLY,2019-10,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,25.0,0.0,5.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,2.0,3.0,0.0,7.0,1.0,84.0,24.24859411509045,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1449,1449,CULLY,2019-11,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,1.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,77.0,25.538646845564827,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
1450,1450,CULLY,2019-12,CULLY_ASSOCIATION_OF_NEIGHBORS,0.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,12.0,1.0,0.0,1.0,2.0,0.0,15.0,1.0,82.0,18.102174441099546,374470,355500,226,30,144,4,3,1952,13916,4435,36,46833,51.0,33.8,15.6,2.1,4.1,44.6,15.4,7.9,916,29.8,8.9,69.5,34.4,73.5,8.8,3.7,12.8,57,3,19,13.2,3.7,9.6,13.2,1.38,56
