,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,Average Radiance Per Pixel Per month,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
2467,2467,HILLSDALE,2020-08,HILLSDALE,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,39.0,12.842219553644252,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2468,2468,HILLSDALE,2020-09,HILLSDALE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,9.301285224205476,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2469,2469,HILLSDALE,2020-10,HILLSDALE,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,33.0,12.814060007907626,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2470,2470,HILLSDALE,2020-11,HILLSDALE,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,35.0,11.034830929528763,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2471,2471,HILLSDALE,2020-12,HILLSDALE,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,10.371023141208873,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2472,2472,HILLSDALE,2021-01,HILLSDALE,0.0,0.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,13.596710751129244,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2473,2473,HILLSDALE,2021-02,HILLSDALE,1.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,29.0,16.68498582917915,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2474,2474,HILLSDALE,2021-03,HILLSDALE,0.0,0.0,6.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,14.230918865327506,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2475,2475,HILLSDALE,2021-04,HILLSDALE,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,30.0,,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2476,2476,HILLSDALE,2021-05,HILLSDALE,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,31.0,13.258115771322126,557406,500000,239,49,153,14,1,1966,7642,4081,42,93654,66.4,53.5,11.9,3.6,0.6,30.3,37.4,34.9,1122,9.5,7.0,90.5,25.2,80.1,4.1,5.0,9.6,68,6,14,10.9,3.8,6.1,9.9,4.24,56
2477,2477,HILLSIDE,2015-07,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.402777392456963,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2478,2478,HILLSIDE,2015-08,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.452350549850598,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2479,2479,HILLSIDE,2015-09,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.971046937954382,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2480,2480,HILLSIDE,2015-10,HILLSIDE,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,8.67892422211552,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2481,2481,HILLSIDE,2015-11,HILLSIDE,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,10.715403961117156,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2482,2482,HILLSIDE,2015-12,HILLSIDE,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,12.526803940428529,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2483,2483,HILLSIDE,2016-01,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.194769475807922,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2484,2484,HILLSIDE,2016-02,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.022714222877477,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2485,2485,HILLSIDE,2016-03,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.774394391270297,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2486,2486,HILLSIDE,2016-04,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,11.34412681101904,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2487,2487,HILLSIDE,2016-05,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.798218540661695,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2488,2488,HILLSIDE,2016-06,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.451522035000586,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2489,2489,HILLSIDE,2016-07,HILLSIDE,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,8.694614816496804,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2490,2490,HILLSIDE,2016-08,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.512376826004626,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2491,2491,HILLSIDE,2016-09,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.719721232869022,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2492,2492,HILLSIDE,2016-10,HILLSIDE,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.835123289098092,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2493,2493,HILLSIDE,2016-11,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.574906646781116,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2494,2494,HILLSIDE,2016-12,HILLSIDE,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,12.492785726789904,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2495,2495,HILLSIDE,2017-01,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.618250465902147,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2496,2496,HILLSIDE,2017-02,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.146469582442286,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2497,2497,HILLSIDE,2017-03,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.734368537032307,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2498,2498,HILLSIDE,2017-04,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.359101890457056,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2499,2499,HILLSIDE,2017-05,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.521088475434382,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2500,2500,HILLSIDE,2017-06,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.908019544921311,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2501,2501,HILLSIDE,2017-07,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.694717856382559,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2502,2502,HILLSIDE,2017-08,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,9.874101445556109,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2503,2503,HILLSIDE,2017-10,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.451463613964055,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2504,2504,HILLSIDE,2017-11,HILLSIDE,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.605213352793898,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2505,2505,HILLSIDE,2017-12,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.223362978879244,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2506,2506,HILLSIDE,2018-01,HILLSIDE,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.866930582981515,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2507,2507,HILLSIDE,2018-02,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,17.670703047747285,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2508,2508,HILLSIDE,2018-03,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,11.349733181059149,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2509,2509,HILLSIDE,2018-04,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.895836425845733,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2510,2510,HILLSIDE,2018-05,HILLSIDE,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.45748219540959,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2511,2511,HILLSIDE,2018-06,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.547388793947007,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2512,2512,HILLSIDE,2018-07,HILLSIDE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,9.014741937036616,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2513,2513,HILLSIDE,2018-08,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.197535424045821,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2514,2514,HILLSIDE,2018-09,HILLSIDE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.367429068186105,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2515,2515,HILLSIDE,2018-10,HILLSIDE,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.9662144082296775,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2516,2516,HILLSIDE,2018-11,HILLSIDE,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.853082948095855,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2517,2517,HILLSIDE,2018-12,HILLSIDE,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.278207216186454,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
2518,2518,HILLSIDE,2019-01,HILLSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.628790021154805,834785,715000,364,41,67,54,1,1976,1293,1860,48,117896,77.1,61.4,10.1,5.4,0.8,21.9,40.0,39.5,1248,4.2,3.0,84.5,24.2,86.4,3.1,3.5,8.1,127,29,14,5.5,2.9,7.1,10.0,1.44,47
