index,Neighborhood,OccurMonth_Year,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score,Matched_Names,Unnamed: 0,dates,Neighborhoods,Average Radiance Per Pixel Per month
751,BRIDGETON,2019-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,8557.0,2019-11-01,BRIDGETON,28.58037423288881
752,BRIDGETON,2019-12,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,8679.0,2019-12-01,BRIDGETON,20.1346991759803
753,BRIDGETON,2020-01,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,8801.0,2020-01-01,BRIDGETON,21.062532325801005
754,BRIDGETON,2020-02,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,8923.0,2020-02-01,BRIDGETON,28.10629538644123
755,BRIDGETON,2020-03,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9045.0,2020-03-01,BRIDGETON,27.210404075660144
756,BRIDGETON,2020-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9167.0,2020-04-01,BRIDGETON,22.10233504572525
757,BRIDGETON,2020-05,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9289.0,2020-05-01,BRIDGETON,26.313852511250914
758,BRIDGETON,2020-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9411.0,2020-06-01,BRIDGETON,26.93517225105774
759,BRIDGETON,2020-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9533.0,2020-07-01,BRIDGETON,29.036640620114177
760,BRIDGETON,2020-08,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9655.0,2020-08-01,BRIDGETON,27.68087681925355
761,BRIDGETON,2020-09,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9777.0,2020-09-01,BRIDGETON,17.87616769950378
762,BRIDGETON,2020-10,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,9899.0,2020-10-01,BRIDGETON,25.418581091594223
763,BRIDGETON,2020-11,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,10021.0,2020-11-01,BRIDGETON,24.91018714716869
764,BRIDGETON,2020-12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,10143.0,2020-12-01,BRIDGETON,21.900876535688123
765,BRIDGETON,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,10265.0,2021-01-01,BRIDGETON,24.90813792092459
766,BRIDGETON,2021-02,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,10387.0,2021-02-01,BRIDGETON,33.78116246303314
767,BRIDGETON,2021-03,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,10509.0,2021-03-01,BRIDGETON,31.684827237058744
768,BRIDGETON,2021-04,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,,,,
769,BRIDGETON,2021-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,302836.0,282500.0,186.0,55.0,22.0,5.0,0.0,1992.0,66.0,245.0,40.0,61959.0,67.7,50.6,11.9,3.4,2.4,32.0,19.2,7.0,1269.0,5.7,3.9,75.3,27.3,85.0,1.9,1.1,3.1,1.0,1.0,16,8.6,1.2,0.6,1.8,11.38,30.0,BRIDGETON,,,,
770,BRIDLEMILE,2015-07,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,2214.0,2015-07-01,BRIDLEMILE,8.585535064823675
771,BRIDLEMILE,2015-08,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,2336.0,2015-08-01,BRIDLEMILE,9.083895844729192
772,BRIDLEMILE,2015-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,2458.0,2015-09-01,BRIDLEMILE,9.23900016814191
773,BRIDLEMILE,2015-10,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,2580.0,2015-10-01,BRIDLEMILE,8.559324266605453
774,BRIDLEMILE,2015-11,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,2702.0,2015-11-01,BRIDLEMILE,8.55526953916132
775,BRIDLEMILE,2015-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,2824.0,2015-12-01,BRIDLEMILE,10.81015244158156
776,BRIDLEMILE,2016-01,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,2946.0,2016-01-01,BRIDLEMILE,12.354409246733695
777,BRIDLEMILE,2016-02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3068.0,2016-02-01,BRIDLEMILE,8.164902499851538
778,BRIDLEMILE,2016-03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3190.0,2016-03-01,BRIDLEMILE,8.537910244057894
779,BRIDLEMILE,2016-04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3312.0,2016-04-01,BRIDLEMILE,9.39133238974339
780,BRIDLEMILE,2016-05,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3434.0,2016-05-01,BRIDLEMILE,9.66756097418513
781,BRIDLEMILE,2016-06,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3556.0,2016-06-01,BRIDLEMILE,8.433298603288225
782,BRIDLEMILE,2016-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3678.0,2016-07-01,BRIDLEMILE,8.159394014835463
783,BRIDLEMILE,2016-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3800.0,2016-08-01,BRIDLEMILE,8.256049461605922
784,BRIDLEMILE,2016-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,3922.0,2016-09-01,BRIDLEMILE,8.129393919272598
785,BRIDLEMILE,2016-10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4044.0,2016-10-01,BRIDLEMILE,8.44753083783556
786,BRIDLEMILE,2016-11,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4166.0,2016-11-01,BRIDLEMILE,8.802671527613063
787,BRIDLEMILE,2016-12,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4288.0,2016-12-01,BRIDLEMILE,10.659855769406697
788,BRIDLEMILE,2017-01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4410.0,2017-01-01,BRIDLEMILE,11.261793691295416
789,BRIDLEMILE,2017-02,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4532.0,2017-02-01,BRIDLEMILE,9.533671565998713
790,BRIDLEMILE,2017-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4654.0,2017-03-01,BRIDLEMILE,9.387070285642436
791,BRIDLEMILE,2017-04,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4776.0,2017-04-01,BRIDLEMILE,10.199446726396298
792,BRIDLEMILE,2017-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,4898.0,2017-05-01,BRIDLEMILE,8.037191274978513
793,BRIDLEMILE,2017-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,5020.0,2017-06-01,BRIDLEMILE,8.422992950902676
794,BRIDLEMILE,2017-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,654672.0,594000.0,255.0,31.0,61.0,0.0,2.0,1973.0,4736.0,3375.0,45.0,95375.0,74.1,60.8,10.0,5.9,1.2,22.2,33.3,41.2,996.0,7.6,7.7,87.6,33.2,87.6,4.2,2.5,7.9,32.0,4.0,15,3.6,2.5,1.9,4.4,1.94,45.0,BRIDLEMILE,5142.0,2017-07-01,BRIDLEMILE,8.063709080024356
