index,Neighborhood,OccurMonth_Year,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score,Matched_Names,Unnamed: 0,dates,Neighborhoods,Average Radiance Per Pixel Per month
1684,ELIOT,2018-09,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,6866.0,2018-09-01,ELIOT,48.52932924356087
1685,ELIOT,2018-10,0.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,33.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,6988.0,2018-10-01,ELIOT,46.79611045927104
1686,ELIOT,2018-11,0.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,39.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7110.0,2018-11-01,ELIOT,43.080705531180605
1687,ELIOT,2018-12,0.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,37.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7232.0,2018-12-01,ELIOT,48.412062428889286
1688,ELIOT,2019-01,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,31.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7354.0,2019-01-01,ELIOT,52.09703223425736
1689,ELIOT,2019-02,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,24.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7476.0,2019-02-01,ELIOT,49.65556675644576
1690,ELIOT,2019-03,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,35.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7598.0,2019-03-01,ELIOT,53.09630714237103
1691,ELIOT,2019-04,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,47.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7720.0,2019-04-01,ELIOT,45.5404508267655
1692,ELIOT,2019-05,0.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,45.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7842.0,2019-05-01,ELIOT,51.74065853915292
1693,ELIOT,2019-06,0.0,0.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,43.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,7964.0,2019-06-01,ELIOT,50.46364151124617
1694,ELIOT,2019-07,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,23.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8086.0,2019-07-01,ELIOT,43.84144601133994
1695,ELIOT,2019-08,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,42.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8208.0,2019-08-01,ELIOT,50.40682491984942
1696,ELIOT,2019-09,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,28.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8330.0,2019-09-01,ELIOT,39.5965997661376
1697,ELIOT,2019-10,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,42.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8452.0,2019-10-01,ELIOT,50.3031045182152
1698,ELIOT,2019-11,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,37.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8574.0,2019-11-01,ELIOT,49.67566779275754
1699,ELIOT,2019-12,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,44.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8696.0,2019-12-01,ELIOT,37.40326948987138
1700,ELIOT,2020-01,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,29.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8818.0,2020-01-01,ELIOT,36.278372774587794
1701,ELIOT,2020-02,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,26.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,8940.0,2020-02-01,ELIOT,52.469599708360754
1702,ELIOT,2020-03,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,22.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9062.0,2020-03-01,ELIOT,46.36031117665037
1703,ELIOT,2020-04,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,25.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9184.0,2020-04-01,ELIOT,43.766161591051336
1704,ELIOT,2020-05,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,31.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9306.0,2020-05-01,ELIOT,41.346536707264455
1705,ELIOT,2020-06,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,26.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9428.0,2020-06-01,ELIOT,43.86460158860529
1706,ELIOT,2020-07,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,1.0,28.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9550.0,2020-07-01,ELIOT,46.24532608854077
1707,ELIOT,2020-08,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,37.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9672.0,2020-08-01,ELIOT,49.66784563479743
1708,ELIOT,2020-09,0.0,0.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,53.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9794.0,2020-09-01,ELIOT,28.71115996582303
1709,ELIOT,2020-10,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,32.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,9916.0,2020-10-01,ELIOT,46.93237109285784
1710,ELIOT,2020-11,0.0,2.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,42.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,10038.0,2020-11-01,ELIOT,43.8774103559234
1711,ELIOT,2020-12,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,45.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,10160.0,2020-12-01,ELIOT,32.184273886157854
1712,ELIOT,2021-01,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,27.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,10282.0,2021-01-01,ELIOT,43.45785176447168
1713,ELIOT,2021-02,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,24.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,10404.0,2021-02-01,ELIOT,57.041102249053374
1714,ELIOT,2021-03,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,36.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,10526.0,2021-03-01,ELIOT,49.00092831754971
1715,ELIOT,2021-04,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,,,,
1716,ELIOT,2021-05,0.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,1.0,0.0,13.0,1.0,46.0,532227.0,520000.0,255.0,33.0,45.0,7.0,0.0,1949.0,3851.0,4556.0,37.0,48350.0,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017.0,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8.0,1.0,11,18.6,13.2,12.0,25.2,8.1,84.0,ELIOT,,,,
1717,FAR SOUTHWEST,2015-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1718,FAR SOUTHWEST,2015-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1719,FAR SOUTHWEST,2015-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1720,FAR SOUTHWEST,2015-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1721,FAR SOUTHWEST,2015-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1722,FAR SOUTHWEST,2016-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1723,FAR SOUTHWEST,2016-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1724,FAR SOUTHWEST,2016-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1725,FAR SOUTHWEST,2016-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1726,FAR SOUTHWEST,2016-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1727,FAR SOUTHWEST,2016-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1728,FAR SOUTHWEST,2016-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
1729,FAR SOUTHWEST,2016-11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,456929.0,426750.0,209.0,37.0,36.0,0.0,3.0,1973.0,1999.0,3356.0,46.0,77732.0,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316.0,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12.0,3.0,16,3.6,0.5,3.3,3.8,2.97,39.0,FAR SOUTHWEST,,,,
